name,addr_lot,rating_score,rating_num,note,addr_load
페이즈커피,(지번) 서교동 468-22,4.3,4건,,서울 마포구 동교로15길 30 1층
페트롤플레이스,(지번) 망원동 385-39,4.4,45건,,서울 마포구 동교로 67
펠른 하우스,(지번) 연남동 504-50,4.2,62건,,서울 마포구 성미산로22길 18 A동 1층
평형,(지번) 망원동 410-31,4.8,33건,,서울 마포구 포은로5길 6 상가 1층
포도앤커피,(지번) 합정동 394-15,4.9,7건,,서울 마포구 포은로 20 1층
포레스트엠,(지번) 서교동 458-26,4.2,5건,,서울 마포구 잔다리로 110
포비 합정점,(지번) 합정동 426-18,3.7,205건,,서울 마포구 양화로3길 66 1층
포스트노빌즈,(지번) 망원동 397-14,4.6,51건,,서울 마포구 망원로2길 82 1층
포인트나인 홍대점,(지번) 서교동 404-29,4.7,11건,,서울 마포구 독막로7길 40 지하 1층
포트레이트 커피바,(지번) 망원동 414-27,4.4,99건,editorPick,서울 마포구 포은로8길 32 1층
폰트커피,,,,editorPick,서울 용산구 한강대로15길 19-16 1층 (한강로3가)
폰트커피 문래점,,,,editorPick,서울 영등포구 경인로77가길 6 (문래동2가)
폴링디저트,(지번) 서교동 334-3,3.8,12건,,서울 마포구 와우산로29길 39 2층
폴바셋 교보문고합정점,(지번) 합정동 472,4.7,40건,,서울 마포구 월드컵로1길 14 딜라이트스퀘어1차 지하2층
푸글렌 서울,(지번) 상수동 145-4,3.2,40건,editorPick,서울 마포구 와우산로 43 1층
퓸즈 망원점,(지번) 망원동 426-13,4.0,4건,,서울 마포구 포은로 131 쁘띠보네르 1층 101호
프로토콜,,,,editorPick,서울 서대문구 연희로 109 2층 (연희동)
프롬커피바 서교점,(지번) 서교동 400-20,5.0,4건,,서울 마포구 독막로5길 32 1층
프리퍼커피로스터스,,,,editorPick,서울 서초구 반포대로5길 4 1층 (서초동)
프릳츠 도화점,,,,editorPick,서울 마포구 새창로2길 17 (도화동)
피어커피 성수,,,,editorPick,서울 성동구 광나루로4가길 24 (성수동2가)
피에스타7커피 망리단길점,(지번) 망원동 395-19,2.0,4건,,서울 마포구 포은로 69 1층
피오니 홍대점,(지번) 서교동 395-78,3.8,317건,,서울 마포구 독막로7길 51 1층
피피커피,(지번) 망원동 394-75,4.6,78건,,서울 마포구 동교로 23 1층
픽스커피 본점,,,,editorPick,제주 제주시 신설로11길 2 1층 (아라이동)
픽스커피 화북공단점,,,,editorPick,제주 제주시 청풍남8길 55 1층 (화북이동)
필담,(지번) 망원동 384-45,4.1,14건,,서울 마포구 동교로 55 2층
필리커피,,4.1,24건,,"서울 마포구 망원동 517 마포영화블렌하임 상가 1층 121,122호"
핌피,(지번) 합정동 368-6,4.7,38건,,서울 마포구 토정로3안길 2 지하1층
핏크,(지번) 성산동 208-13,3.1,30건,,서울 마포구 성미산로11길 13
하얀공간 합정,(지번) 합정동 376-34,,,,서울 마포구 성지길 40 나동 1-2층
하우스오브바이닐 망원점,(지번) 망원동 405-17,3.9,17건,,서울 마포구 희우정로16길 23
하이럽,(지번) 서교동 404-19,4.5,2건,,서울 마포구 독막로7길 42 2층
하이타운 서울,(지번) 서교동 334-6,4.9,10건,,서울 마포구 와우산로29다길 10 1층 101호
하츠코히,(지번) 성산동 254-30,3.5,19건,,서울 마포구 성미산로1길 32 1층
한강에스프레소,(지번) 망원동 456-27,4.6,98건,,서울 마포구 희우정로 97 1층
할리스 합정역점,(지번) 합정동 374-1,2.4,84건,,서울 마포구 양화로 36 1층
할리스 홍대입구역점,(지번) 동교동 160-1,3.5,53건,,서울 마포구 양화로 151 욱도빌딩 1층
합정 지튼,(지번) 서교동 385-16,,,,서울 마포구 양화로11길 42 1층
합정카페,(지번) 합정동 393-7,4.9,7건,,서울 마포구 월드컵로1길 48 1층
합정티라미수,(지번) 합정동 386-37,3.4,18건,,서울 마포구 양화로3길 55 어반오아시스 지하1층
해머플레이스,(지번) 합정동 355-7,4.7,30건,,서울 마포구 독막로8길 15-9 1층
해브어,(지번) 망원동 57-135,4.8,32건,,서울 마포구 월드컵로17길 38 2층
해피베어데이 상수점,(지번) 상수동 316-2,3.3,3건,,서울 마포구 와우산로13길 49-6 1층
해피베어데이 합정점,(지번) 서교동 395-141,3.3,56건,,서울 마포구 양화로12길 16-6 1층
해피앤딩 방탈출카페,(지번) 서교동 364-28,4.3,3건,,서울 마포구 와우산로21길 31-11 지하1층
핸드앤드샌드,(지번) 서교동 381-11,5.0,7건,,서울 마포구 양화로7길 44-7 1층
허밍벨라,(지번) 서교동 395-199,3.5,57건,,서울 마포구 독막로7길 57 1-2층
허밍벨라 디자이너스점,(지번) 서교동 373-9,3.2,5건,,서울 마포구 양화로 86
헤베커피,,,,editorPick,서울 중구 필동로 32 낙원빌딩 1층 (필동2가)
헤이브,(지번) 합정동 370-2,5.0,13건,,서울 마포구 토정로3길 17 지하1층
헬카페,,,,editorPick,서울 용산구 보광로 76 (보광동)
헬카페 보테가,,,,editorPick,서울 용산구 원효로89길 33 1층 (원효로1가)
호두나무카페,,,,editorPick,경기 하남시 서하남로390번길 96 (춘궁동)
호두커피,(지번) 망원동 425-1,4.8,39건,,서울 마포구 월드컵로29길 51 대성빌딩 1층 A호
호우주의보,,,,editorPick,"서울 용산구 소월로40길 85 1, 2층 (이태원동)"
홈스윗홈,(지번) 서교동 474-1,,,,서울 마포구 월드컵로14길 36 서교빌딩 1층 101호
히드,(지번) 서교동 468-29,4.6,8건,,서울 마포구 동교로15길 24 1층
히떼로스터리,,,,editorPick,부산 부산진구 동성로 59 2층 (전포동)
히치하이킹클럽,(지번) 서교동 401-13,3.0,2건,,서울 마포구 독막로9길 3-4
히카,(지번) 망원동 415-15,4.5,31건,,서울 마포구 망원로 62-1 보아스빌딩 1층
히트커피로스터스 서교점,(지번) 서교동 463-2,4.4,103건,,서울 마포구 동교로 146 1층
힐론카페,,,,editorPick,전남 여수시 안산1길 62 (안산동)
힐링사주,(지번) 서교동 365-4,3.7,3건,,서울 마포구 홍익로3길 7
힙댕,(지번) 망원동 484-5,4.8,13건,,서울 마포구 월드컵로 103 B1
힛미업,(지번) 합정동 412-24,5.0,6건,,서울 마포구 양화로6길 54 4층
